,id,0
131,114567,499639.1845621542
132,5470,260025.60852861652
133,176926,787974.3823305677
134,173013,708085.3019110186
135,110219,428131.17176339845
136,52178,60663.98650407448
137,120569,578197.144309713
138,132710,753560.8370002282
139,10478,353694.08133767254
140,100309,751998.0207998068
141,76446,723862.0882172913
142,140674,392337.64610385936
143,122786,735063.8892426565
144,66214,576189.6106245321
145,120240,323021.42630470236
146,113802,421054.7777934367
147,169747,809387.1124225435
148,45819,515199.5117836183
149,36170,465350.7186137789
150,84049,376256.116315543
151,104675,493384.2242344927
152,66165,727317.700881762
153,92499,389212.79678879376
154,107783,693988.5929181785
155,148441,516281.740666367
156,12344,555142.0073127475
157,93256,424430.40556831274
158,48139,413527.8141212911
159,101908,317454.37672332075
160,134084,421130.1684779344
161,17216,316381.77549633407
162,185201,612948.4833098942
163,185016,654760.3355110387
164,25318,433126.5313179867
165,65253,504320.70639858546
166,57696,170022.42432434863
167,30939,289435.740757216
168,128338,498469.81316745054
169,104156,332928.9273486299
170,41455,471913.671060627
171,126390,648621.4277702203
172,165803,798008.814372804
173,108253,509666.1146896951
174,15221,459668.74730727007
175,129322,266811.98036763037
176,86142,604757.7001222605
177,150957,653647.0283537261
178,97028,330795.72566595156
179,3219,228625.60339512528
180,172533,540943.1873208506
181,147313,591275.3216296462
182,168865,585801.8413077302
183,138278,731326.1074662341
184,82280,549587.3334342684
185,4380,255681.6559123913
186,4327,263918.7690831496
187,109861,538895.4058977369
188,45273,539073.4719441137
189,102888,723125.9618061769
190,77664,474415.35276712326
191,58355,516919.4973418955
192,91308,382615.00984173024
193,169692,537592.0861516192
194,154931,677608.7416523487
195,123897,641241.3851778121
196,43550,419010.02655919606
197,94084,599768.9158332201
198,63629,705696.9575425179
199,163153,363763.58380953246
200,165076,748988.0806205845
201,55701,434274.35618790454
202,19310,302208.7730817685
203,18205,266224.2556634267
204,59608,546949.8535839696
205,60785,541301.0545034059
206,51513,490228.4666249096
207,145397,617726.8289195681
208,101693,480163.3114783522
209,164688,906167.5776576579
210,82863,293886.3652151332
211,1754,259494.9296711241
212,5376,471512.7174737186
213,130074,412217.5386830298
214,102843,681270.0751882832
215,29760,270720.05862479587
216,130642,598666.6392160791
217,31347,371277.77169152873
218,24205,521726.25029052224
219,165100,663903.5028662267
220,81514,878122.7457597819
221,116369,603916.829277429
222,84639,463573.64209718
223,97982,433270.4671993221
224,91083,887157.758498153
225,149132,584133.9785933549
226,41826,143532.48365236988
227,52033,351261.69772811077
228,21665,216245.03926910565
229,62257,450153.5516290439
230,10102,342049.75766077323
231,23904,325926.11017689656
232,179693,724200.6741093299
233,144227,746488.649412731
234,120211,367991.197835164
235,173440,957441.4369326667
236,46749,582875.8841088343
237,96942,826826.8695002635
238,183177,621578.390013847
239,35398,350203.33232403884
240,30263,433914.09906921064
241,48194,642647.6670487348
242,129424,732693.7011260352
243,110123,742625.2746777437
244,60370,676710.4843072866
245,33837,210321.17821960163
246,108049,834970.8115776854
247,78656,586331.0244489445
248,7172,260322.10416008503
249,66304,227767.4187538309
250,78058,376624.75673890277
251,176324,772111.3025412497
252,165880,774193.0405523672
253,93902,746353.930863168
254,116039,550582.1945519586
255,151166,899665.0495191589
256,40210,489839.4847836656
257,98367,601394.6750170516
258,160925,882083.6356839036
259,104371,430237.4765307057
260,78415,748390.7623439673
261,83660,619122.2389395098
262,121434,702949.6956339052
263,78336,757293.1122997447
264,52510,548400.3872373191
265,64261,561220.5195849622
266,97749,414633.8386638138
267,172084,819907.2057053074
268,52569,644858.8024538051
269,57400,537790.9607701136
270,169875,725043.7921577652
271,58398,418165.3024155682
272,183622,643161.7149255452
273,48753,577635.5314657534
274,130190,594676.3378522728
275,108466,582841.1640582278
276,157786,597876.4800977288
277,95190,740161.9485020952
278,87452,338314.6822388592
279,142203,820609.7641164386
280,130773,796180.6938999969
281,168853,572407.5763588196
282,64684,623050.0313872503
283,57446,391723.5684672343
284,153747,520602.51343750756
285,159666,807593.7459781083
286,71555,863866.7622977177
287,134319,723363.3924405542
288,93943,653285.7531564883
289,109872,830052.3538530665
290,177223,783294.72199276
291,93784,930118.0265015375
292,6380,277398.5371107545
293,132297,503224.4978368608
294,125110,374441.4821891452
295,36843,475550.4254824877
296,121955,508909.9559109244
297,82973,579528.6790639926
298,103986,289377.7765676613
299,97824,289406.0622011856
300,64151,555911.9061209019
301,165946,575515.7186012416
302,159307,527549.5891533068
303,131434,332972.577390774
304,8556,582195.6166080013
305,37868,365607.4181840839
306,14032,412039.02045798406
307,21341,294572.8705427409
308,135288,531828.8409550398
309,50116,214555.36093591852
310,97940,545983.0779161177
311,162134,660804.6933776981
312,166998,702873.7014717258
313,137392,640663.9895218828
314,1460,120918.04110524256
315,171905,816512.3328040214
316,175067,599775.6184458177
317,172514,572823.2037990057
318,17738,255313.10702753297
319,67047,529169.6841699622
320,124014,653343.5640205124
321,185762,735416.0469567019
322,1311,498176.8797823293
323,119140,773738.3591101177
324,142546,615479.7704775569
325,114400,530000.0539704263
326,22406,563924.5703875687
327,92766,547378.0141473253
328,60485,383511.6188564708
329,91648,699868.0274348401
330,132526,779461.268606747
331,25180,543254.7203411077
332,48904,311493.6847162439
333,146550,1025376.5394584977
334,19407,1031529.5610881003
335,47699,463772.7251605514
336,2620,191459.45699452702
337,174106,737735.6778401774
338,112846,699399.3976507946
339,83926,421350.92846617656
340,64285,501039.8025466484
341,5733,176867.03078798077
342,87638,758358.9320240956
343,53604,600528.0715557653
344,53244,659513.4973887748
345,82872,322027.21798241127
346,66096,521583.9879899872
347,173642,670088.9157467145
348,145405,531751.4013972783
349,90156,838035.7262737569
350,180075,872111.9362841106
351,5153,409135.9517344041
352,134959,584939.4101397664
353,64342,427894.3488349053
354,51154,442092.9634084205
355,40845,301100.4464640863
356,170881,831690.299213778
357,106257,1032983.45127968
358,114464,683453.2117783318
359,97370,613562.0592593243
360,172227,555819.8092506691
361,151941,746612.9641331097
362,107035,696495.5040651604
363,135274,424804.0290314438
364,169795,780349.450478422
365,83718,169606.18033056182
366,42632,447677.0810125352
367,68198,439152.7928755853
368,112707,616844.2636243228
369,36740,378922.70117564703
370,42954,445024.8215014065
371,5921,442481.87019413686
372,40850,278532.75119401823
373,44668,167092.82032859576
374,21263,194071.8789806824
375,162241,641173.3657125194
376,81902,727014.5741984999
377,169151,645325.4448316228
378,154334,538774.3444582415
379,59218,381250.92348111584
380,37714,269216.06757879956
381,106222,805958.4985242097
382,139069,783770.1571804484
383,4425,555377.5891805943
384,140007,399683.3529922239
385,90024,291001.3043019024
386,153101,632386.7385131395
387,37538,295090.04568547755
388,32399,154293.46557056025
389,38946,253522.70440182774
390,151272,554244.9722052069
391,95430,591017.4815238796
392,101750,700199.2593066886
393,16356,251527.041973028
394,131496,508353.3268998967
395,167864,541994.4916862427
396,17832,296674.9079219252
397,106738,412572.6366897061
398,33431,336072.04307354183
399,164505,648298.8118562324
400,47565,366816.3403896706
401,99660,573965.9641103412
402,20200,371623.1861009813
403,28507,411428.16096364404
404,43495,380292.47671171615
405,23794,332431.0451344093
406,40297,296817.7162668471
407,53944,751450.9325333859
408,11040,677802.5234556783
409,106585,765372.2348916545
410,70050,572095.1149438707
411,75026,630744.0930276823
412,142562,484256.4955837918
413,113332,457791.36224827945
414,104548,819996.0794446536
415,159065,597981.6634673204
416,157589,599100.1847723712
417,26850,334009.3691226577
418,83917,324221.9958408284
419,124331,447981.38478790276
420,58018,385124.21908198943
421,163913,699863.7899455226
422,109105,475618.5057273112
423,97862,370483.98856331507
424,16478,300638.21275737596
425,35187,631466.280907771
426,25446,263933.03506058943
427,47828,357423.31351912057
428,123220,749280.7665712563
429,16366,285468.7108581613
430,144449,559077.938433907
431,39920,140113.73169787496
432,160888,834804.6454013004
433,47978,505173.4244092857
434,14331,256662.17156337335
435,60334,502129.214975438
436,49737,469077.1245940901
437,98533,438341.91832238843
438,38375,417955.94331286964
439,176978,657529.4847845684
440,60474,434269.35338097916
441,163806,635472.6895138985
442,4654,759630.602647847
443,130912,690430.4858753695
444,115098,696431.0642739736
445,56214,334244.0148191075
446,63720,169800.00694386614
447,143496,581814.2962822469
448,33941,135026.8431482046
449,66720,412940.84461426525
450,29518,310240.7168582514
451,68026,563485.5895543281
452,161546,639975.6755598173
453,118804,253062.93152287896
454,126852,807852.663504228
455,102392,710152.4697390774
456,49738,444604.67214064545
457,49424,525171.9491714535
458,18184,633074.8608342342
459,5408,682954.9025057582
460,157571,657324.5301944207
461,111705,589112.3889110032
462,179891,611084.4164932213
463,76587,525091.1733961997
464,2629,227479.08695658614
465,119008,705859.4798678234
466,128414,273201.5880032168
467,162481,637104.8796625314
468,39075,106722.63399219571
469,113444,562030.3266939672
470,58984,652022.7094151909
471,134087,422972.194297435
472,27723,362149.6359517195
473,61426,1031027.6523699705
474,26496,466738.1661315748
475,8183,347850.6693036433
476,96508,543587.8807688402
477,56072,500493.88214599295
478,77192,714053.436474544
479,84054,496099.5458615917
480,55624,462218.1875932607
481,163711,510178.33939499984
482,29219,601125.6476332159
483,81813,655790.679514814
484,181000,654533.3687783757
485,143894,770196.6448937778
486,141800,739097.0624940598
487,30009,181826.87729734642
488,45917,661346.1206036068
489,14425,224425.2376879394
490,23268,132721.4580305693
491,1284,352823.47477696603
492,69986,587128.9355725207
493,134779,495974.15485549404
494,78114,530652.943414913
495,128833,750038.6791362893
496,129335,540969.5796572337
497,56632,576280.279580963
498,46967,393944.15197672916
499,146611,318941.36495640816
500,37748,225202.39924311178
501,156600,795634.15521332
502,105167,253225.02631605297
503,35572,359370.79630697554
504,154900,835264.4796008249
505,68778,531365.9480543279
506,40761,815916.169952773
507,76922,554828.1594494721
508,57737,318502.209267358
509,63946,704959.2789703417
510,111235,544836.0657005806
511,114882,789610.4259356144
512,12676,338498.98301048594
513,138376,849655.4081744271
514,90637,293720.34375224484
515,184522,743048.9818918076
516,92974,747157.4274569671
517,8857,449872.13175534183
518,27895,233434.47284894736
519,156181,672894.0636927602
520,41834,219934.4018227031
521,157391,1038705.0471267155
522,143702,368724.4301127853
523,185912,869577.6636407261
524,11229,479038.4481492851
525,41300,470362.6840069004
526,72247,587075.8277326499
527,83180,595777.9930944096
528,148335,526414.9583661142
529,7890,544855.8397668249
530,135138,724944.7929141534
531,27131,352899.3028180675
532,166558,931887.741125738
533,131032,705064.4912716999
534,74357,752109.4589750806
535,156049,732532.4817036982
536,69414,808612.0649828447
537,97276,297669.4182598125
538,82842,329122.2225867327
539,148527,725086.6043158321
540,144752,763714.8275192422
541,18175,630617.9273577102
542,11905,318324.9299980439
543,171029,570978.6238026852
544,59320,653004.3541572625
545,84110,440405.686312537
546,78965,593281.5948976048
547,85951,586080.2983097687
548,163141,515572.9681352971
549,109999,728020.8498878658
550,147801,310076.94478420005
551,139213,939660.4323071351
552,126460,562217.9270346181
553,28015,508652.2594301482
554,181431,989575.0648964539
555,52696,533839.8622239048
556,50605,517644.22629698756
557,165242,604238.4018744526
558,48813,138035.662360268
559,110483,582303.5457864074
560,89306,522810.8987701016
561,133442,550720.6487295546
562,65829,748626.2521572553
563,87579,439654.66403426585
564,91465,738410.626056693
565,73701,540462.9782609788
566,15530,473338.57456143206
567,18230,454243.5510940665
568,97193,739213.5918439487
569,166625,660571.8044013769
570,33195,400236.4756954865
571,136148,1020300.7276309757
572,165033,903425.1793006449
573,21315,147180.8144087079
574,91814,441822.8889087083
575,16891,454082.2570568336
576,107918,656524.379554678
577,79471,844528.0467453415
578,21862,626312.9906571324
579,67991,382178.2857792346
580,165486,724266.0311325523
581,63600,534637.4384630253
582,110049,453441.9943783126
583,112307,570702.9496404174
584,10157,244751.06636496217
585,74635,520954.89361938456
586,25784,554432.6166362439
587,107059,634595.5078972941
588,30356,408055.77923768223
589,87516,758304.2124259132
590,10936,887051.6634137447
591,88543,755094.9740437656
592,139877,1013909.8715715716
593,42424,318090.66712957533
594,52670,654167.5460671112
595,166867,860496.7876254257
596,101107,744141.0261678848
597,76199,384376.1623470091
598,80888,566014.7687367874
599,9911,374830.2398878242
600,156640,763497.2299221165
601,102356,542200.6270735074
602,48860,275025.6714512034
603,102849,718443.9668844817
604,138105,517860.38205981936
605,117983,581380.9838496856
606,93922,781043.3962230979
607,46238,349689.0445673927
608,59022,555834.2095814855
609,106646,757044.487482544
610,120040,589904.4022427129
611,126172,594617.6238290595
612,168000,727311.0720338821
613,80749,315785.76891435555
614,131491,594201.7765542741
615,112112,748068.9841297433
616,47501,429917.388175471
617,13728,383189.9653729286
618,101768,338457.39532669686
619,6316,266274.188103659
620,126098,825854.2344695621
621,165,227433.1350210109
622,19524,523939.7697220751
623,150677,477375.1311994137
624,59379,540642.5636172862
625,74454,524203.6178451927
626,175450,817687.779024705
627,89244,427355.8220380677
628,116506,446092.26711687475
629,147339,613634.8482866811
630,74001,555796.3240915631
631,90922,536842.4794355234
632,1820,580932.310551793
633,110186,240009.17488164624
634,62682,449524.9404986182
635,89581,1065036.0140055134
636,137848,373635.23059231805
637,161798,385510.9202850927
638,170742,787934.6572016397
639,82918,585385.8483682042
640,37679,403331.9919358289
641,154926,567635.0133622722
642,149598,564145.3044868592
643,44725,206370.0659215094
644,90766,609208.8646889437
645,148899,684703.5581201379
646,126592,305795.81444697897
647,157908,501631.19770964346
648,113713,511357.5492153694
649,148870,811114.2316725724
650,165510,689246.858328243
651,101470,328001.42296815326
652,51743,286843.85651622375
653,27173,351385.32949168276
654,27812,391536.32468209835
655,95488,376507.00190715655
656,173154,648701.0843888986
657,121352,575983.6892861525
658,143803,571778.4774534577
659,63373,452344.28978617577
660,1386,105316.72934036795
661,163514,449452.6267700124
662,35643,208424.05653255212
663,120579,706381.0450992975
664,128369,722575.7902440351
665,141816,593604.4359634098
666,161838,770105.1060578466
667,71069,659616.4831272279
668,77131,718906.1595171128
669,17667,273032.9644495767
670,52148,485967.14900723565
671,72854,776096.693352659
672,102035,584321.0884140003
673,111359,765844.3058530763
674,17719,277996.01788978674
675,123306,703710.5254712024
676,161864,822673.0214387779
677,180849,609085.6686887527
678,160993,822335.3390404582
679,162321,308396.5301534231
680,46481,210355.7289522991
681,79814,620021.2901310821
682,137789,777043.7702923126
683,54212,189500.15020632045
684,33512,524203.63949583215
685,57246,873795.9271897713
686,183567,911045.4291690195
687,126709,452864.30539306055
688,38938,278119.63890156976
689,31497,553052.8153737476
690,43094,618192.7176354347
691,40278,272519.1903676342
692,174057,925007.0006877295
693,88538,770739.1847734496
694,78488,625689.9028559104
695,170729,800934.0742340831
696,173992,605890.5920851912
697,60975,288875.3728521067
698,54718,163370.59892289812
699,178130,954029.0676304435
700,133730,569774.1126512804
701,70033,605844.0441581248
702,43395,435510.360337358
703,142569,773001.0803472335
704,25880,423187.0083707607
705,139537,317634.2810730332
706,3465,426658.33139428176
707,40735,735312.023652196
708,162957,858852.2328520948
709,83356,608781.9642269216
710,32897,266393.80267035426
711,49245,254518.93415837333
712,60337,510195.2055803924
713,139769,946410.2085821778
714,52326,506424.2397720996
715,162813,737407.6914749304
716,180789,851518.4478635086
717,49386,541508.0072370822
718,33541,312455.33725352795
719,159352,880589.5117789423
720,42027,835121.1288331777
721,155370,394117.97435626143
722,143725,764178.0644609842
723,131769,792378.7100548683
724,139885,1035731.0090690698
725,93808,783238.7772902998
726,10639,489130.7151150988
727,168611,804046.8776965938
728,167653,731592.0103172344
729,123170,504336.8721103105
730,139150,490900.68286134844
731,62622,519002.8147290683
732,168689,844998.2397209782
733,18566,431246.1700851348
734,67121,56155.028982397635
735,119193,621702.3440875979
736,75320,723201.2402788982
737,185227,689310.8281224928
738,59316,649411.2494025643
739,42962,431788.5737607879
740,51540,356524.59344530146
741,37927,331591.89341546164
742,85155,262562.2014640259
743,148730,373393.6441637605
744,182768,804842.673063213
745,21816,227548.4550014385
746,119821,668164.1710526878
747,53803,401773.41757005395
748,75672,523152.28415633756
749,164062,958896.8479471253
750,9801,576236.0974378855
751,90516,779773.4725155291
752,126543,397657.70947713533
753,20563,473687.16199192015
754,173167,647093.9238340531
755,165546,574738.1537981414
756,140696,745452.3184382075
757,60885,512364.31245812814
758,71010,718964.56277049
759,65245,643118.9399787849
760,7762,458701.43542141543
761,162332,486816.6471624859
762,132065,222197.3074782091
763,163315,795149.4763744026
764,94896,383125.71527392813
765,13990,596008.4056924767
766,86695,702834.8064951632
767,136032,909701.8425739822
768,181973,873835.8369561436
769,70720,977720.3149219686
770,176320,792298.0825546116
771,123988,824883.142521878
772,75446,580483.9128038414
773,165520,673865.3725675715
774,95499,554523.349294424
775,73362,551452.649708221
776,115013,326840.91858984827
777,170250,712792.834143627
778,117752,385188.3020053685
779,120534,638175.6619326988
780,43110,815502.5081574556
781,173316,585898.065752865
782,163348,740968.6193294129
783,167196,835352.8769850899
784,8539,645636.0331757717
785,57416,453464.5155050488
786,147688,382024.6520661913
787,48843,184993.08843462408
788,123483,551322.6254678683
789,91781,197690.14140521304
790,57502,460327.9468140515
791,41380,439574.0681796954
792,71368,649394.5176184165
793,90332,375675.36532021133
794,56200,413330.2170758612
795,59273,444607.0414285733
796,59528,796303.8735689083
797,142978,399271.54561964073
798,62463,472120.808672072
799,151089,508483.6068302528
800,159388,391051.682883241
801,15000,683385.0241362267
802,124030,699929.0456205151
803,146762,711155.4054288776
804,32542,219100.47923262435
805,44504,504775.4695119846
806,154438,596746.5918817591
807,92711,521228.1218360479
808,26861,416002.5918204437
809,154130,820604.9086713864
810,108177,716567.1810563738
811,85561,496589.54083957965
812,29523,403709.01380689227
813,162190,686848.5283779887
814,137744,567552.8488266532
815,141614,442533.11604411167
816,154095,766783.1423520376
817,177433,780752.9181791428
818,16212,260347.57474515552
819,138324,776106.5818740611
820,179772,1144128.4314850755
821,80229,572508.3372653675
822,146601,573195.5296175875
823,90354,383608.90270329977
824,16620,472855.50825860916
825,144520,506643.88460532937
826,43671,353546.1789973165
827,151379,761898.0729374137
828,43516,266975.74371004646
829,114780,538783.6265937674
830,48679,606784.0986099376
831,23310,223417.85190819352
832,82078,741248.9758656839
833,161637,385777.8598099414
834,97266,296765.0246938754
835,25975,247242.49613794102
836,183280,782490.997741374
837,143522,632016.8210369683
838,82873,361785.1476914292
839,111022,636434.8138306934
840,170004,668241.6353052536
841,149233,1020568.8713583089
842,11335,453343.1479031816
843,178323,739312.7807617504
844,117545,542256.5133521053
845,104197,381087.4315200651
846,114280,419054.0784254524
847,30527,316617.3972326019
848,42651,339456.52002529206
849,123646,389723.8768810526
850,72689,709008.2682425096
851,78646,566759.6167325163
852,50032,781293.8044236263
853,167436,652780.6205014983
854,25911,476484.194982655
855,140037,809816.6265954792
856,117935,619408.0130487075
857,122922,615534.5682209837
858,28738,350582.8923188212
859,129413,573559.162685498
860,65411,441924.8240200464
861,20519,505750.82894189004
862,148799,631724.1425437694
863,96848,566655.4405247397
864,167854,515820.4048055347
865,90027,338477.88754895545
866,124583,298714.36106429505
867,123841,469135.3587287371
868,143815,574636.7141316014
869,100928,561107.8745018085
870,64554,330626.99063843634
871,27802,301069.8469357343
872,55996,436124.3450699023
873,168480,897218.3887352056
874,18511,687322.5805795378
875,7174,265271.8707443534
876,107447,562952.4398391044
877,109945,724271.7304948871
878,109304,780367.3635707947
879,33225,434641.71475969045
880,31504,412531.5334416855
881,85162,248446.17262784933
882,164868,700487.5028245831
883,102092,390323.8696939615
884,5618,107690.4737090558
885,45425,507364.867785607
886,127376,571740.9776562944
887,156938,722286.1059465485
888,127635,582740.8586116377
889,111774,620768.0506013182
890,141311,912640.4596271907
891,68733,424841.1354695787
892,171431,1036458.6452439467
893,57288,446698.47473237716
894,147560,568434.5002630726
895,83283,708826.5368814846
896,180470,843835.4948651518
897,85424,375000.84310956666
898,30049,212239.32941220602
899,138841,626019.0608762696
900,138637,303836.07807227597
901,178178,864146.7011234681
902,69976,559520.2688131094
903,139744,456804.83733863116
904,58256,361503.1350258337
905,104665,681130.114481956
906,169191,634179.9171680646
907,55984,298921.88604818116
908,40354,268915.34549940407
909,59813,340382.11785747577
910,142178,752937.4119574653
911,104367,368139.5101722649
912,135075,516882.9507194854
913,16278,322789.4261073633
914,49191,602524.6268102118
915,95010,382016.83366305695
916,179668,529327.396125774
917,111338,539636.7748512375
918,76006,390528.3459782075
919,106534,747090.2286733857
920,78933,586692.1764963422
921,76196,544545.8639472038
922,110996,626894.9585662538
923,145016,834953.5843866211
924,133526,770429.5337596722
925,67069,590386.4672776557
926,77499,215226.19050137408
927,51668,349407.83900306874
928,64752,365586.74581736076
929,148430,478490.31882314704
930,63329,433837.5713997222
931,173406,667505.7606732957
932,79182,501709.97893700405
933,139963,415043.8701139408
934,119727,556227.6722886232
935,14184,218235.42447763873
936,63325,933956.2918996427
937,69906,583399.8356752361
938,150715,614676.6033377599
939,10423,516260.5672067748
940,13226,184773.38738888875
941,166355,536267.6589428679
942,162216,723514.668820358
943,43071,608007.3106399609
944,103161,796633.311744726
945,168506,613067.0943203318
946,30707,569883.3672209391
947,54877,328964.5463009356
948,77637,339637.3255292322
949,54304,486394.838417793
950,71775,535975.4486367763
951,116543,444564.1604797331
952,18877,238935.45163797002
953,98865,679778.552557256
954,169535,788922.5506088461
955,155674,602349.6114101312
956,46410,344277.27511415374
957,25354,227124.03163222948
958,149242,496916.12381181837
959,156019,632739.2928456336
960,2372,3224.5251160482876
961,167793,769016.9055427669
962,13539,207408.4044331013
963,96889,827499.8371377282
964,12180,493322.34401399846
965,30975,538984.4629358642
966,142091,872621.8225600966
967,141417,775913.03607071
968,88385,784228.2644897148
969,118140,368580.6554257566
970,130703,436056.09087481105
971,78738,843329.2219414788
972,31269,587382.3972304557
973,109042,536530.6037964238
974,48367,375080.56290221243
975,169027,528954.4884125312
976,94564,361624.31897517917
977,69161,554112.4173210394
978,109455,493635.57971623895
979,102048,597080.4554206067
980,142061,676117.0072875987
981,80360,441437.88077561883
982,108330,571200.6881819528
983,45894,386102.2117711075
984,184619,678862.3103819139
985,44807,403628.19540081965
986,86934,678168.4536129213
987,99343,281574.5201097989
988,168916,791584.881599701
989,89276,469541.148089975
990,51815,210932.0300626697
991,125813,496470.6670686246
992,107171,552472.7682118207
993,154642,374672.1659190663
994,10072,246861.03761795993
995,68097,245246.24382181576
996,160821,715947.5320804436
997,19655,334007.4515373205
998,142752,502145.58767976816
999,36940,501066.70069751504
1000,111126,614017.0962719534
1001,596,176183.29182019853
1002,71019,752146.3870271113
1003,4479,280245.62856921204
1004,55848,551143.7083971194
1005,85188,509396.5201042753
1006,125357,721903.3386246761
1007,14647,611265.918362019
1008,162730,879658.4149009505
1009,150653,466567.085373348
1010,120056,386267.78968086676
1011,169156,656984.5401912753
1012,67935,629900.3984226946
1013,174388,807500.525728178
1014,182913,800358.8357650929
1015,54148,477859.4711538458
1016,131866,582860.8491079694
1017,149984,815249.9752831694
1018,159985,454040.9869481587
1019,95496,553739.5767039646
1020,112843,458312.41706011427
1021,49524,275749.4982867562
1022,27369,416702.35758489347
1023,30825,411472.77177530713
1024,169753,894321.9991862598
1025,92534,506981.7357875283
1026,129225,405931.9139488732
1027,13062,369774.12885658647
1028,130722,654120.1026983515
1029,134157,501857.79906710854
1030,165859,763193.2357368767
1031,66301,270757.571273914
1032,83618,396818.8615660124
1033,107691,508192.07763786067
1034,105232,332412.0726002804
1035,48298,688672.0991931946
1036,40648,301331.1845701213
1037,71976,457930.40111842245
1038,72896,585649.0211679249
1039,74551,450243.42242421926
1040,44973,249324.98167537514
1041,29347,550027.5585894812
1042,141919,702289.0723757064
1043,106300,624600.6084749774
1044,131980,556378.5654553983
1045,133141,404265.26508913527
1046,3973,349439.8335678518
1047,40519,279439.4404640955
1048,180446,733636.7186985685
1049,175025,493741.85720488906
1050,75064,362202.18004616944
1051,18793,485002.11963025515
1052,149491,459866.14445684344
1053,154754,615727.3989671301
1054,132371,303172.39356845745
1055,134999,372573.33485315525
1056,165322,862880.096428028
1057,108805,438091.28940949764
1058,140691,780449.8434426527
1059,156367,547798.4448131376
1060,85858,496892.2797912754
1061,152700,599135.5749222344
1062,185104,737215.5869901257
1063,70218,844519.9799678327
1064,10393,298953.0146051985
1065,165123,738437.5229101377
1066,55106,558243.8556557645
1067,88369,342241.33977550466
1068,41779,453724.6462773658
1069,130816,414188.46638863784
1070,31211,627278.1746789346
1071,166757,780139.3401038342
1072,108437,558463.8627233219
1073,185814,703169.6954793024
1074,73304,408003.5345407306
1075,148656,819157.9811010526
