Id,Predicted
33512,340080.5074779119
57246,897719.8845765629
183567,669278.8691245692
126709,545627.7792144596
38938,386378.12138180813
31497,710821.3796259459
43094,238653.10937665342
40278,159225.82848314545
174057,733208.4981297218
88538,398982.74869184627
78488,611891.2117259391
170729,689226.8444662155
173992,716879.4011170347
60975,332687.7267845237
54718,276964.1115637375
178130,757493.0428812478
133730,476341.49877070676
70033,778725.9390538633
43395,438124.1380606395
142569,723379.8404173474
25880,410793.69294297654
139537,498773.04094697855
3465,455373.3072288186
40735,612355.877709869
162957,588644.2763750218
83356,615970.8124620686
32897,435449.4398148359
49245,379875.6484562849
60337,432789.2799287054
139769,821595.3051865763
52326,455891.1421238607
162813,750161.387059476
180789,837788.2427956334
49386,513476.1759145107
33541,168305.17732296203
159352,621013.8320766041
42027,434662.0662291331
155370,598326.1663473163
143725,418364.8320427083
131769,763248.6382787428
139885,715599.9251138824
93808,569243.0963633063
10639,313979.05124952924
168611,723497.7503946157
167653,589160.0143852631
123170,490595.07063137845
139150,483817.7541857178
62622,676394.4140409268
168689,844049.525237839
18566,459793.3909333187
67121,383892.032196544
119193,644828.381730889
75320,588589.867576662
185227,705796.7355711001
59316,566785.7713699106
42962,490461.2081093716
51540,302359.4146821214
37927,271668.5766679698
85155,306475.84487978846
148730,525164.840325436
182768,718883.7243519065
21816,247164.53766241818
119821,555083.4929074473
53803,259366.8473497279
75672,557769.9472718966
164062,648930.7113801274
9801,749152.9160633003
90516,589416.1600957839
126543,471643.5784801352
20563,328518.5423060121
173167,560152.7239223635
165546,436407.08243802504
140696,654464.2489428812
60885,437443.3027553312
71010,713880.5926798978
65245,484343.99538879964
7762,376994.26431592536
162332,418372.5430731976
132065,453492.45053857786
163315,639510.8181495331
94896,355696.79325666704
13990,641801.8217394123
86695,546980.6308491251
136032,865717.0623009953
181973,785399.2144547942
70720,1010720.924078051
176320,855281.765271049
123988,617008.876317907
75446,563320.3986591197
165520,616842.380285864
95499,328152.939727036
73362,641940.6069770362
115013,345572.29173142085
170250,509205.8333409593
117752,533684.0577166799
120534,618784.7317255976
43110,386206.1475759265
173316,684877.7761780372
163348,755241.1390861374
167196,773355.0673556498
8539,661554.8659707375
57416,345752.7952698499
147688,428408.4350896843
48843,252687.73209550598
123483,655526.175597873
91781,613677.3393727252
57502,128817.88109189022
41380,386294.80714009196
71368,684721.3054474838
90332,381857.72717406566
56200,463199.3749898969
59273,407088.6065372841
59528,879953.996005414
142978,388306.76584001817
62463,543223.4660847252
151089,429018.11926990544
159388,603706.5799107847
15000,392412.55434813397
124030,654365.0425194119
146762,707244.5771089476
32542,250233.0402363782
44504,481775.9697416613
154438,704263.0845946278
92711,532312.4786806174
26861,416939.57191630563
154130,608638.4104310174
108177,661313.7156202536
85561,418429.2621148769
29523,405570.6801813109
162190,826861.9588809055
137744,554043.075353608
141614,574211.7109321632
154095,607857.7923750833
177433,886919.5665618198
16212,113962.26709886879
138324,741832.7281427504
179772,720833.4481216911
80229,657250.1846252418
146601,583505.412566546
90354,307336.36097501894
16620,322739.75896745
144520,398095.1753829963
43671,262074.8181262502
151379,730854.5217604262
43516,397413.0530652972
114780,543083.5643309575
48679,543604.4827580836
23310,150049.57656566496
82078,704241.4770719861
161637,666676.9463501195
97266,530130.3851287862
25975,317326.9055927184
183280,751706.0601215506
143522,589050.0641556736
82873,477100.5214849073
111022,528101.2928366684
170004,442846.3463538774
149233,711192.8326036113
11335,488369.184722065
178323,764021.933825658
117545,608007.2831287844
104197,333153.4369207121
114280,512220.1191697265
30527,199811.4522626843
42651,462686.1854410448
123646,388292.35419430723
72689,650151.3053008404
78646,724406.9547908808
50032,437094.6510011519
167436,395214.482852009
25911,546638.2336628155
140037,702943.7039227731
117935,431274.72849467344
122922,456605.37583760195
28738,210617.95675924234
129413,662098.4703956082
65411,830462.3535687581
20519,360598.6285905765
148799,468612.65813152463
96848,723511.4262452195
167854,607707.2962912554
90027,611846.9827915721
124583,532027.8357006292
123841,333013.63677152235
143815,719188.0385656584
100928,421011.8996034007
64554,530109.1639417212
27802,191424.65920974535
55996,425455.6998025254
168480,818428.7193258766
18511,617212.3706499246
7174,294763.37728927867
107447,646954.5122063597
109945,841867.3162403014
109304,725566.8349515281
33225,319233.7970032896
31504,442335.69230343134
85162,292361.91717581643
164868,655692.9496464665
102092,463779.79144807626
5618,306343.5546546766
45425,458692.61920948006
127376,533287.7744043113
156938,709916.0607498926
127635,644381.1846213879
111774,618233.0517124773
141311,754851.1590933927
68733,311400.3219391289
171431,504783.4082281538
57288,410970.5589386994
147560,571673.157733371
83283,574136.9030476554
180470,564822.1340414963
85424,296072.4932910446
30049,244349.89145758838
138841,574089.1183420431
138637,563056.9310293954
178178,825989.5546048549
69976,749321.3075615612
139744,456751.63429335656
58256,413711.01900108607
104665,652295.9038875308
169191,491794.45918534085
55984,447233.76357196376
40354,524842.991060457
59813,259476.8197879924
142178,607291.5218976246
104367,426382.32573455456
135075,692315.0124567765
16278,205956.58576965734
49191,447052.30743149755
95010,607465.9511056857
179668,777885.8847867413
111338,525873.8282806779
76006,271041.23842960066
106534,612554.4012634094
78933,776476.2864702055
76196,637418.4805383502
110996,592172.1750419305
145016,787656.621276458
133526,557672.2015887809
67069,720999.4260518057
77499,454392.31665977166
51668,456979.48082478496
64752,375009.199838897
148430,573657.2893437273
63329,464820.1315912887
173406,501458.0129609564
79182,406180.0935781846
139963,653022.3754928829
119727,594236.0410582745
14184,281614.4261813036
63325,742168.243892411
69906,952759.975361567
150715,570865.7640673469
10423,452338.4869708918
13226,141283.95018664812
166355,624489.1843954425
162216,679438.2986141867
43071,448659.46352911857
103161,910878.3040238959
168506,470650.737256085
30707,441260.3469690268
54877,424794.59444651415
77637,335618.8414353243
54304,470198.1569786312
71775,677685.7535440119
116543,393299.05330154113
18877,251087.45090257007
98865,725770.7790487291
169535,742279.2125276445
155674,748630.6049628279
46410,395207.3176663278
25354,186476.50784728274
149242,483427.3594499714
156019,460344.3109814713
2372,141537.13832438557
167793,703654.3127272219
13539,333241.680425197
96889,896589.9062211858
12180,348018.2044027647
30975,499177.30672519904
142091,1079620.5397828517
141417,762823.3238647489
88385,674626.7676684295
118140,572186.2225803891
130703,457409.8760643038
78738,816631.3802286349
31269,451498.4293515126
109042,543744.1469797709
48367,562531.462621876
169027,634118.0528645153
94564,520635.4803766025
69161,542699.3449178459
109455,620964.0812275303
102048,581892.2292781689
142061,582943.0694941679
80360,397736.5773183436
108330,672363.6393141453
45894,282246.9589932754
184619,769250.6514483748
44807,291131.1717138521
86934,503160.74572853086
99343,439223.6741448841
168916,802504.8764647867
89276,657928.5455231781
51815,317984.59441903804
125813,400618.1455012567
107171,274077.2587185359
154642,580510.8332212768
10072,308766.0015804186
68097,487982.85434119316
160821,640453.3879456485
19655,49054.81354256696
142752,677617.1082935837
36940,423738.8398805471
111126,564241.7849174321
596,494475.9517122329
71019,747057.8542143651
4479,231442.31551456265
55848,408496.8974561983
85188,560452.3727784394
125357,696744.3339795803
14647,351841.1642874812
162730,609480.20305986
150653,561696.2466686829
120056,554837.8458263456
169156,554338.0544788463
67935,643213.619279673
174388,669992.7011396299
182913,698077.5036025879
54148,446012.7072526965
131866,737986.1851723867
149984,491975.8061563791
159985,793004.9527894596
95496,327356.8561199119
112843,565129.0775056132
49524,234905.131450757
27369,315116.3646976713
30825,305577.6311374614
169753,777224.7300264634
92534,407054.73048498284
129225,367797.8447507915
13062,276966.63887064677
130722,739990.7756947475
134157,542879.0572143974
165859,663534.9090383012
66301,653048.412418186
83618,348874.7094033824
107691,579194.3268020629
105232,487890.1654206822
48298,806062.8037435398
40648,184766.13309622515
71976,634778.3045420015
72896,628353.838873632
74551,472230.6563458766
44973,175874.53582680406
29347,352570.93897571147
141919,673430.6999112451
106300,483875.89396125544
131980,563559.0226721854
133141,614566.7552916766
3973,380154.3831721506
40519,166036.70646977052
180446,800602.6306573716
175025,658712.8950747853
75064,513317.90994344425
18793,408022.5747472545
149491,554986.8693359101
154754,632484.493973074
132371,435239.0862634096
134999,401626.5426533306
165322,881058.3682597736
108805,589886.965071335
140691,689456.461518944
156367,576322.4701594524
85858,555040.5371212284
152700,751669.9630314703
185104,662478.280265263
70218,750480.4402441004
10393,284806.046598725
165123,614482.8978295051
55106,574420.4304179644
88369,388557.3763144197
41779,637807.7340536494
130816,500590.4193445643
31211,594164.2571912619
166757,686832.9694954914
108437,802290.6505362288
185814,944529.1090582048
73304,538738.2990791438
148656,606933.5797790932
84559,600396.9208324153
151222,427573.921011838
2069,249554.99927094998
182640,653859.4514422318
157520,614116.1607912928
153201,648654.0442938651
51319,534637.6326071356
167197,942279.1108394108
56328,1103583.9140844464
7586,464443.46740211226
4962,581810.8216932858
17286,125972.25677198672
17996,348218.8819572436
136652,524598.0789271333
107533,586528.0118718744
35676,371557.7390033296
63528,559126.1329830631
88024,489791.9656030543
92245,524458.9408223984
121431,665441.979003095
117675,599832.7163477663
134315,609725.857670624
80382,537963.323402731
5676,344176.4656611721
85834,474780.31285671203
7544,309714.89637764427
76545,710170.5020829721
182269,633399.2004706252
115301,438183.89311239024
184499,647150.4477584144
89274,733246.4591010034
96978,671694.7942490377
22476,255886.81860702997
43684,327905.99640437565
103852,567927.0656064546
6660,151166.36377981468
149136,555974.5867038018
55623,402384.8501154378
154963,574782.8960428748
118607,661086.6785746315
66046,524333.6202963521
50815,505864.03583319817
88378,471512.79578032024
47559,535558.2191497186
96116,697455.9345930552
31651,323570.5650210461
141186,740105.8956384477
142321,767080.307691982
47123,229553.552079031
176333,826579.6188582483
3011,357970.5326368775
68006,669773.1285590705
183387,440141.9174070624
36465,443377.9341724606
39670,234829.9391989116
173044,518897.2095032693
7197,373541.7629060054
35841,344220.7248843023
185880,885013.3918748051
64929,805153.4112147104
99553,751093.4167254054
59246,340173.0342600951
122401,405570.0120290454
5750,291493.3185551504
54602,518640.1432091155
57503,142516.7511815469
139988,577970.2591846993
61441,715654.9168075102
3816,596200.6867910109
157223,682603.1428239527
45836,491184.7138021647
155755,578663.8891095181
1314,532160.9339030576
172283,499861.41107173206
183939,843821.6077824021
102449,688207.6597120041
130038,326609.9636158019
69337,821758.2277232136
59437,362204.3942038712
100231,667287.989212824
184320,773682.9933080924
121624,431923.72003192035
175778,496765.96633416065
49838,364906.61826531973
112596,639526.0896222028
92825,772005.4960974057
3175,409433.5719863719
20599,267223.42643857317
90059,521879.0200532937
8718,510633.64373269374
56904,766024.4342463762
140415,645529.1627086853
45486,669644.9052005258
72264,648890.3477634037
102129,412987.5704363691
5083,245946.49438143312
23403,411843.61122318276
57581,636278.3422035407
165475,640059.5911801795
88985,672730.725651538
30967,468973.52990372846
19270,308782.4721916185
39924,207849.21891966282
52520,570144.0410694598
151658,428300.53798087046
145774,664083.8169990209
52004,444225.98451514327
109232,285124.2859291873
32071,512522.8095459582
421,609414.6334544115
150070,404811.13787337544
157555,661240.476125771
141514,700245.8728912957
137558,841463.4831011652
155571,715056.9611014131
162016,625585.6388128201
47743,300566.3573540917
42863,568470.3338115994
60316,474115.68801186275
119376,604251.6656747059
96534,633715.5885715958
97787,496798.92975669395
46854,411369.38903159293
131197,496122.44305031764
45750,487618.6546034311
75580,664268.6398296593
122938,595495.1848503139
24952,404027.16745047487
8713,494628.0735375537
29044,277873.2128225367
33794,432219.5603733448
155354,703867.3918018395
174630,947511.3908323527
357,235347.77033680375
52446,269042.05379401636
173530,800170.6914611957
9167,363810.90957313334
2712,257745.3527609569
34228,525246.4609184102
14795,439828.31265628466
101108,723425.3991100179
182805,809615.6645719826
101314,424665.96399914235
71207,455167.50462748855
24463,429331.8285838232
161441,651923.1761615255
62066,362839.6361929518
140608,501107.2641818137
9901,298147.7689881172
167009,617542.8585238697
70131,532512.4093842817
111696,719831.4104081697
69883,811465.5347695143
68434,461107.06776758813
10786,211184.0931854329
104011,664894.9396704393
108425,792725.3543597017
120804,786868.503298481
26582,332532.81708615535
20975,417470.84508281475
134633,813743.0627439539
97941,545460.5093628335
107642,472057.3405564376
161902,781834.1754540098
100312,834294.3980524603
95448,623364.8061404867
21815,204652.27560615877
149382,918685.9674280358
74108,805773.9089388574
123994,592417.4604531033
146443,674709.5211752041
108700,591950.4957596863
22001,368923.64570816176
74783,440552.47306073504
119865,540031.2344915604
141913,622834.4191524045
74995,668860.604867554
135235,528276.6001491493
48589,295823.8558449824
914,492216.6863080541
119943,433618.44804055465
99440,479482.42642151756
144341,868377.2736285592
97930,746070.0919801239
90951,462100.15679040353
131041,428595.2036495158
84731,759078.7459369276
135546,699487.400587159
127448,655544.760660313
61300,377378.72235091095
63131,525629.4481461049
25238,492012.0813571046
180340,810805.8200250901
99506,327291.58974773635
183854,627772.207809835
94910,500451.37541265687
44500,368947.7287396264
63085,430689.4251070169
164640,492674.8154957265
16313,300074.25221892307
132985,883329.6026285948
101842,357242.03291067376
5938,760765.2425243382
44937,305876.68541614426
170855,576349.5249578536
40121,393225.15344103926
